Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40
0.0,0.00011493901974947441,0.0003448094036073899,0.0005746643060337813,0.0008045034961557987,0.0010179852998482334,0.0011959218852833728,0.0013408898208229782,0.0014362824396405558,0.001546236761331522,0.0017412639576681447,0.001970991975407208,0.0022007040565030483,0.0024304001948878776,0.002660080385407211,0.002859469491681578,0.0030042991102949344,0.0031207585531917758,0.003226309339890704,0.0033783868763658837,0.0035958846694366864,0.0038254531243749022,0.004055005606332021,0.004284542113115731,0.004514062642604655,0.004718831281003165,0.0048633656694747895,0.0049777633908780865,0.005092950763786986,0.005241231281967016,0.005448908440843648,0.005678317068308859,0.0059077096992331355,0.006137086329767375,0.006366446955078073,0.006564486742057982,0.006670853989324153,0.006725368985727226,0.006856655954200809,0.0070710678118654745
0.0,0.00011493901974915016,0.0003448094036068683,0.0005746643060331538,0.0008045034961550735,0.001009732763561683,0.0011697044297776643,0.001286204924675946,0.0013865600383844185,0.001533234336961329,0.0017412639575806713,0.0019709919753110273,0.0022007040563984896,0.00243040019477544,0.0026600803852875423,0.002871275415557984,0.0030121566119875936,0.0031330561643551705,0.0032677097370607303,0.0034035412400548,0.003595884669291637,0.0038254531242297774,0.004055005606187827,0.004284542112973499,0.00451406264246543,0.0047105885481977085,0.0048312895947516,0.004939328454076732,0.005080479075165868,0.005243361188104539,0.00544890844073593,0.005678317068211146,0.005907709699146183,0.006137086329691853,0.0063664469550145765,0.00655106596716351,0.006650075135395313,0.006720919489858848,0.00685956453739244,0.0070710678118654745
0.0727,0.0729999900028004,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.0729999900028004,0.07299999000281539,0.07299999000373054,0.0729999900037572,0.07299999000373054,0.0729999900037572,0.0727
0.04,0.040000000000012616,0.039999999999955835,0.039999999999897444,0.03999999999983392,0.03999999999976144,0.03999999999967646,0.039999999999576936,0.03999999999946005,0.0399999999993267,0.03999999999918388,0.03999999999904187,0.03999999999891701,0.0399999999988368,0.03999999999882059,0.04048440210971988,0.041841500723776154,0.043652266794431675,0.04563731595952729,0.0468776816780879,0.04707106779920392,0.04707106779956919,0.047071067800014216,0.04707106780052614,0.04707106780109288,0.04707106780170262,0.04707106780234472,0.047071067803011395,0.04707106780369815,0.047071067804402095,0.04707106780512085,0.04707106780585235,0.04707106780659504,0.04707106780734917,0.04707106780811584,0.04707106780889047,0.04707106780967382,0.047071067810470046,0.04707106781127687,0.04707106781186547
0.0,-6.276682027440271e-16,-8.383183253833694e-14,-1.6779918524749156e-13,-2.553223685057724e-13,-3.4949223299293926e-13,-4.53353763019793e-13,-5.679029273198532e-13,-6.948280214164289e-13,-8.334118115473642e-13,-9.77644330659547e-13,-1.1179987158818063e-12,-1.2386013422377977e-12,-1.3127347795449133e-12,-1.3216385582163535e-12,0.0002955073255453008,0.0017157806944608006,0.0034555050135217664,0.004974909602470938,0.0064752118567066265,0.007071067799158797,0.007071067799533607,0.007071067799987989,0.007071067800508648,0.007071067801083218,0.007071067801699823,0.007071067802348213,0.007071067803020951,0.007071067803713048,0.0070710678044210015,0.007071067805142294,0.007071067805874949,0.007071067806617542,0.007071067807370438,0.007071067808134868,0.007071067808906477,0.007071067809685853,0.0070710678104772585,0.007071067811279258,0.0070710678118654745
0.0,0.00012499854351737244,0.00012500999035297084,0.00012500997821246872,0.00012500999518045907,0.000250005280273008,0.0002500099890367971,0.0002500099885758529,0.00025000998903663854,0.0002500052829407172,0.00012500999530387562,0.00012500996860281239,0.00012500999202230245,0.00012500998532936122,0.00012500998956559134,0.002828824282769476,0.006379143788782693,0.007374960397579088,0.006512251298990132,0.0028126172636955228,0.00012500998877984683,0.00012500998873425805,0.0001250099888249542,0.00012500998868927952,0.00012500998886735368,0.0001250099886477421,0.00012500998890453322,0.00012500998861281133,0.0001250099889329927,0.00012500998858897921,0.00012500998894780362,0.00012500998858179347,0.00012500998894231146,0.00012500998859911187,0.00012500998890221905,0.00012500998867023082,0.00012500998875381315,0.00012500998897143454,0.00012500554777824914,0.0
0.0,6.808854227547909e-13,1.9787653250447475e-12,3.2788077703306484e-12,4.579036360499266e-12,5.877571734278633e-12,7.1719650607069965e-12,8.456368346609701e-12,9.73220164629765e-12,1.1000489765298222e-11,1.2253757596153467e-11,1.3485797105985615e-11,1.4687856258422997e-11,1.5847455307857314e-11,1.6950447641021312e-11,1.7983187973791794e-11,1.8934439890439027e-11,1.9796149646423805e-11,2.056197662565674e-11,2.1224956538767616e-11,2.1777142888212973e-11,2.221460070947504e-11,2.2541398648184786e-11,2.276800918532256e-11,2.2910059620232166e-11,2.2989034641061757e-11,2.3029691072473487e-11,2.3054068783141352e-11,2.3078459203619e-11,2.3113998518428333e-11,2.3168241757608072e-11,2.3246821359721753e-11,2.335234925026824e-11,2.3483169486838532e-11,2.363594770398931e-11,0.0005008772505044108,0.0024682587776822026,0.005265019743319143,0.0068331721101211745,0.0070710678118654745
0.04,0.04000000000067343,0.04000000000195644,0.040000000003241803,0.040000000004527636,0.04000000000581233,0.04000000000709456,0.04000000000836981,0.04000000000963935,0.040000000010903085,0.04000000001215282,0.04000000001338221,0.04000000001458267,0.040000000015741964,0.04000000001684624,0.04000000001788194,0.04000000001883791,0.04000000001970548,0.04000000002047665,0.04000000002114376,0.04000000002169979,0.04000000002214174,0.04000000002247405,0.040000000022707,0.040000000022855656,0.040000000022941205,0.0400000000229881,0.04000000002301801,0.04000000002304701,0.04000000002308602,0.040000000023142544,0.04000000002322232,0.04000000002332816,0.040000000023458694,0.0400000000236108,0.040715609647974056,0.04280072043990686,0.04533621167678751,0.04678663477884729,0.04707106781186547
0.0,0.00012499854174911738,0.0001250099903581057,0.00012500997814865296,0.0001250099951821498,0.0002500052807843821,0.00025000998903663334,0.00025000998857598234,0.00025000998903661436,0.00025000528171261545,0.00012500999548158994,0.0001250098863984561,0.00012500999369940632,0.00012500996004271802,0.00012500999319901753,0.00012500997150575048,0.0001250099927532442,0.00012500997690447743,0.00012500999232538103,0.00012500998013415966,0.00012500999191167707,0.00012500998231744368,0.00012500999150696663,0.0001250099839190926,0.00012500999110533616,0.00012500998516639354,0.00012500999070143886,0.00012500998617592636,0.0001250099902879899,0.00012500998701442167,0.00012500998985660918,0.00012500998773077966,0.00012500998939750255,0.0001250099883506601,0.00012500998890033806,0.002778053386864832,0.006040468176402777,0.006089839609058123,0.0027649218738086474,0.0
-0.04,-0.0399999999999091,-0.03999999999981306,-0.03999999999971037,-0.03999999999959615,-0.03973853460110484,-0.0389085992369017,-0.0375514194659883,-0.035401288939520575,-0.03348440020584657,-0.03292893219335295,-0.032928932193001574,-0.03292893219254329,-0.03292893219200354,-0.03292893219141378,-0.03292893219080743,-0.03292893219021478,-0.032928932189659026,-0.03292893218915618,-0.03292893218871791,-0.032928932188351114,-0.03292893218805766,-0.03292893218783604,-0.032928932187681316,-0.03292893218758651,-0.032928932187542226,-0.03292893218753616,-0.03292893218755716,-0.03292893218759827,-0.032928932187654365,-0.03292893218772124,-0.0329289321877959,-0.03292893218787479,-0.03292893218795394,-0.03292893218802795,-0.032928932188093035,-0.03292893218815812,-0.032928932188225395,-0.03292893218828572,-0.03292893218813453
